"name","feature_type","description","score"
"ERBB3","Gene","erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000065361","1.0978553"
"HDAC4","Gene","histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000068024","1.0978553"
"BAX","Gene","BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]  COLORECTAL CANCER; CRC [#114500] (MIM morbid record; description: COLORECTAL CANCER; CRC;;COLON CANCER,) is an external reference matched to Gene ENSG00000087088","1.0978553"
"AURKA","Gene","aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]  COLORECTAL CANCER; CRC [#114500] (MIM morbid record; description: COLORECTAL CANCER; CRC;;COLON CANCER,) is an external reference matched to Gene ENSG00000087586","1.0978553"
"HDAC1","Gene","histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000116478","1.0978553"
"NRG1","Gene","neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000157168","1.0976639"
"RBPJ","Gene","recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000168214","1.0976639"
"TBL1XR1","Gene","TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000177565","1.0976639"
"HDAC6","Gene","histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000094631","1.0976639"
"HDAC8","Gene","histone deacetylase 8 [Source:HGNC Symbol;Acc:HGNC:13315]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000147099","1.0976639"
"IGF2BP3","Gene","insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]  INSULIN-LIKE GROWTH FACTOR 2 mRNA-BINDING PROTEIN 3; IGF2BP3 [*608259] (MIM gene record; description: INSULIN-LIKE GROWTH FACTOR 2 mRNA-BINDING PROTEIN 3; IGF2BP3;;IGF2 mRNA-BINDING PROTEIN 3; IMP3;;KH DOMAIN CONTAINING PROTEIN OVEREXPRESSED IN CANCER; KOC1;;VICKZ3,) is an external reference matched to Gene ENSG00000136231","1.0976502"
"PPM1B","Gene","protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000138032","1.0976502"
"ATIC","Gene","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000138363","1.0976502"
"PPP2R5E","Gene","protein phosphatase 2 regulatory subunit B,epsilon [Source:HGNC Symbol;Acc:HGNC:9313]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000154001","1.0976502"
"WNT3A","Gene","Wnt family member 3A [Source:HGNC Symbol;Acc:HGNC:15983]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000154342","1.0976502"
"ATAD2","Gene","ATPase family AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]  ATPase FAMILY, AAA DOMAIN-CONTAINING, MEMBER 2; ATAD2 [*611941] (MIM gene record; description: ATPase FAMILY, AAA DOMAIN-CONTAINING, MEMBER 2; ATAD2;;AAA NUCLEAR COREGULATOR, CANCER-ASSOCIATED; ANCCA,) is an external reference matched to Gene ENSG00000156802","1.0976502"
"STEAP2","Gene","STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]  STEAP2 METALLOREDUCTASE; STEAP2 [*605094] (MIM gene record; description: STEAP2 METALLOREDUCTASE; STEAP2;;SIX-TRANSMEMBRANE EPITHELIAL ANTIGEN OF PROSTATE 2;;SIX-TRANSMEMBRANE PROTEIN OF PROSTATE 1; STAMP1;;PROSTATE CANCER-ASSOCIATED PROTEIN 1; PCANAP1;;IPCA1,) is an external reference matched to Gene ENSG00000157214","1.0976502"
"LRP5","Gene","LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000162337","1.0976502"
"ANAPC16","Gene","anaphase promoting complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:26976]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000166295","1.0976502"
"TNKS","Gene","tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000173273","1.0976502"
"CCNE2","Gene","cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000175305","1.0976502"
"ANAPC2","Gene","anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000176248","1.0976502"
"ANAPC7","Gene","anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000196510","1.0976502"
"PMS2","Gene","PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]  COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4; HNPCC4 [#614337] (MIM morbid record; description: COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4; HNPCC4,) is an external reference matched to Gene ENSG00000122512","1.0976502"
"PPP2R5B","Gene","protein phosphatase 2 regulatory subunit B,beta [Source:HGNC Symbol;Acc:HGNC:9310]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000068971","1.0976502"
"LRP6","Gene","LDL receptor related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000070018","1.0976502"
"VCL","Gene","vinculin [Source:HGNC Symbol;Acc:HGNC:12665]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000035403","1.0976502"
"ANAPC4","Gene","anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000053900","1.0976502"
"PPP2R5A","Gene","protein phosphatase 2 regulatory subunit B,alpha [Source:HGNC Symbol;Acc:HGNC:9309]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000066027","1.0976502"
"ASAP3","Gene","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]  ARF GTPase-ACTIVATING PROTEIN WITH SH3 DOMAIN, ANKYRIN REPEAT, AND PH DOMAIN 3; ASAP3 [*616594] (MIM gene record; description: ARF GTPase-ACTIVATING PROTEIN WITH SH3 DOMAIN, ANKYRIN REPEAT, AND PH DOMAIN 3; ASAP3;;UPREGULATED IN LIVER CANCER 1; UPLC1;;CENTAURIN, BETA-6; CENTB6;;DEVELOPMENT- AND DIFFERENTIATION-ENHANCING FACTOR-LIKE 1; DDEFL1;;ARF GTPase-ACTIVATING PROTEIN W /.../ILED-COIL, ANKYRIN REPEAT, AND PLECKSTRIN HOMOLOGY DOMAINS 4; ACAP4,) is an external reference matched to Gene","1.0976502"
"CDC23","Gene","cell division cycle 23 [Source:HGNC Symbol;Acc:HGNC:1724]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000094880","1.0976502"
"E2F1","Gene","E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000101412","1.0976502"
"PORCN","Gene","porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000102312","1.0976502"
"HTR2A","Gene","5-hydroxytryptamine receptor 2A [Source:HGNC Symbol;Acc:HGNC:5293]  ALCOHOL DEPENDENCE [#103780] (MIM morbid record; description: ALCOHOL DEPENDENCE;;ALCOHOLISM ALCOHOL DEPENDENCE, PROTECTION AGAINST, INCLUDED;;AERODIGESTIVE TRACT CANCER, SQUAMOUS CELL, ALCOHOL-RELATED, PROTECTION AGAINST, INCLUDED,) is an external reference matched to Gene ENSG00000102468","1.0976502"
"INTS6","Gene","integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]  INTEGRATOR COMPLEX SUBUNIT 6; INTS6 [*604331] (MIM gene record; description: INTEGRATOR COMPLEX SUBUNIT 6; INTS6;;DEAD/H BOX 26; DDX26;;DELETED IN CANCER 1; DICE1;;INT6,) is an external reference matched to Gene ENSG00000102786","1.0976502"
"CCNE1","Gene","cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000105173","1.0976502"
"FZR1","Gene","fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000105325","1.0976502"
"CDK6","Gene","cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000105810","1.0976502"
"TNKS2","Gene","tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000107854","1.0976502"
"UBE2S","Gene","ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000108106","1.0976502"
"DPH1","Gene","diphthamide biosynthesis 1 [Source:HGNC Symbol;Acc:HGNC:3003]  DIPHTHAMIDE BIOSYNTHESIS PROTEIN 1; DPH1 [*603527] (MIM gene record; description: DIPHTHAMIDE BIOSYNTHESIS PROTEIN 1; DPH1;;DPH1, S. CEREVISIAE, HOMOLOG OF;;DPH2-LIKE 1; DPH2L1;;OVARIAN CANCER-ASSOCIATED GENE 1; OVCA1,) is an external reference matched to Gene ENSG00000108963","1.0976502"
"CARS1","Gene","cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000110619","1.0976502"
"MSN","Gene","moesin [Source:HGNC Symbol;Acc:HGNC:7373]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000147065","1.0976502"
"SLC43A1","Gene","solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225]  SOLUTE CARRIER FAMILY 43 (L-TYPE AMINO ACID TRANSPORTER), MEMBER 1; SLC43A1 [*603733] (MIM gene record; description: SOLUTE CARRIER FAMILY 43 (L-TYPE AMINO ACID TRANSPORTER), MEMBER 1; SLC43A1;;L-TYPE AMINO ACID TRANSPORTER 3; LAT3;;PROSTATE CANCER OVEREXPRESSED GENE 1; POV1,) is an external reference matched to Gene ENSG00000149150","1.0976502"
"DAB2","Gene","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]  DAB ADAPTOR PROTEIN 2; DAB2 [*601236] (MIM gene record; description: DAB ADAPTOR PROTEIN 2; DAB2;;DISABLED, DROSOPHILA, HOMOLOG OF, 2;;DIFFERENTIALLY EXPRESSED IN OVARIAN CANCER 2; DOC2,) is an external reference matched to Gene ENSG00000153071","1.0976502"
"RAC1","Gene","Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000136238","1.0975742"
"FGF2","Gene","fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000138685","1.0975742"
"PDPK1","Gene","3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000140992","1.0975742"
"KIT","Gene","KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000157404","1.0975742"
"PIK3CD","Gene","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000171608","1.0975742"
"MLST8","Gene","MTOR associated protein, LST8 homolog [Source:HGNC Symbol;Acc:HGNC:24825]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000167965","1.0975742"
"MECP2","Gene","methyl-CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000169057","1.0975742"
"MTOR","Gene","mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000198793","1.0975742"
"PTPN11","Gene","protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000179295","1.0975742"
"NPM1","Gene","nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000181163","1.0975742"
"LCK","Gene","LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000182866","1.0975742"
"PIK3CB","Gene","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000051382","1.0975742"
"MAPK1","Gene","mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000100030","1.0975742"
"MAPK3","Gene","mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000102882","1.0975742"
"GSK3A","Gene","glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000105723","1.0975742"
"FGF1","Gene","fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000113578","1.0975742"
"FN1","Gene","fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000115414","1.0975742"
"AKT3","Gene","AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000117020","1.0975742"
"CREB1","Gene","cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000118260","1.0975742"
"CDKN2A","Gene","cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]  MELANOMA-PANCREATIC CANCER SYNDROME [#606719] (MIM morbid record; description: MELANOMA-PANCREATIC CANCER SYNDROME;;FAMILIAL ATYPICAL MULTIPLE MOLE MELANOMA-PANCREATIC CARCINOMA SYNDROME; FAMMMPC,) is an external reference matched to Gene ENSG00000147889","1.0975742"
"BCAS3","Gene","BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]  BCAS3 MICROTUBULE-ASSOCIATED CELL MIGRATION FACTOR; BCAS3 [*607470] (MIM gene record; description: BCAS3 MICROTUBULE-ASSOCIATED CELL MIGRATION FACTOR; BCAS3;;BREAST CARCINOMA AMPLIFIED SEQUENCE 3,) is an external reference matched to Gene ENSG00000141376","1.097537"
"PSEN1","Gene","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000080815","1.0974724"
"GSK3B","Gene","glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000082701","1.0974724"
"CDK4","Gene","cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000135446","1.097429"
"GCC2","Gene","GRIP and coiled-coil domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23218]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000135968","1.097429"
"LMO7","Gene","LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000136153","1.097429"
"ANAPC11","Gene","anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000141552","1.097429"
"TPM3","Gene","tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000143549","1.097429"
"CTBP1","Gene","C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000159692","1.097429"
"EEF1A1","Gene","eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]  EUKARYOTIC TRANSLATION ELONGATION FACTOR 1, ALPHA-1; EEF1A1 [*130590] (MIM gene record; description: EUKARYOTIC TRANSLATION ELONGATION FACTOR 1, ALPHA-1; EEF1A1;;ELONGATION FACTOR 1, ALPHA-1;;ELONGATION FACTOR 1, ALPHA; EF1A; EEF1A CERVICAL CANCER SUPPRESSOR 3 ISOFORM, INCLUDED; CCS3, INCLUDED,) is an external reference matched to Gene ENSG00000156508","1.097429"
"SQSTM1","Gene","sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000161011","1.097429"
"ANAPC10","Gene","anaphase promoting complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:24077]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000164162","1.097429"
"EIF2AK3","Gene","eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000172071","1.097429"
"TPM4","Gene","tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000167460","1.097429"
"UBE2E1","Gene","ubiquitin conjugating enzyme E2 E1 [Source:HGNC Symbol;Acc:HGNC:12477]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000170142","1.097429"
"TFDP1","Gene","transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000198176","1.097429"
"RNF213","Gene","ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000173821","1.097429"
"CTBP2","Gene","C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000175029","1.097429"
"UBE2C","Gene","ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000175063","1.097429"
"CADM1","Gene","cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]  CELL ADHESION MOLECULE 1; CADM1 [*605686] (MIM gene record; description: CELL ADHESION MOLECULE 1; CADM1;;IMMUNOGLOBULIN SUPERFAMILY, MEMBER 4; IGSF4;;IGSF4A;;TUMOR SUPPRESSOR IN LUNG CANCER 1; TSLC1;;BL2;;ST17;;SYNAPTIC CELL ADHESION MOLECULE; SYNCAM;;SYNCAM1;;NECTIN-LIKE PROTEIN 2; NECL2,) is an external reference matched to Gene ENSG00000182985","1.097429"
"CDC16","Gene","cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000130177","1.097429"
"UBE2D1","Gene","ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000072401","1.097429"
"SLC35C2","Gene","solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]  SOLUTE CARRIER FAMILY 35, MEMBER C2; SLC35C2 [*619530] (MIM gene record; description: SOLUTE CARRIER FAMILY 35, MEMBER C2; SLC35C2;;OVARIAN CANCER-OVEREXPRESSED GENE 1; OVCOV1,) is an external reference matched to Gene ENSG00000080189","1.097429"
"TPR","Gene","translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000047410","1.097429"
"ANAPC5","Gene","anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000089053","1.097429"
"ANAPC15","Gene","anaphase promoting complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:24531]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000110200","1.097429"
"PPFIBP1","Gene","PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000110841","1.097429"
"CCND3","Gene","cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000112576","1.097429"
"PPP2R5D","Gene","protein phosphatase 2 regulatory subunit B,delta [Source:HGNC Symbol;Acc:HGNC:9312]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000112640","1.097429"
"CSNK1A1","Gene","casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000113712","1.097429"
"TFG","Gene","trafficking from ER to golgi regulator [Source:HGNC Symbol;Acc:HGNC:11758]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000114354","1.097429"
"BIRC6","Gene","baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000115760","1.097429"
"GABRA2","Gene","gamma-aminobutyric acid type A receptor subunit alpha2 [Source:HGNC Symbol;Acc:HGNC:4076]  ALCOHOL DEPENDENCE [#103780] (MIM morbid record; description: ALCOHOL DEPENDENCE;;ALCOHOLISM ALCOHOL DEPENDENCE, PROTECTION AGAINST, INCLUDED;;AERODIGESTIVE TRACT CANCER, SQUAMOUS CELL, ALCOHOL-RELATED, PROTECTION AGAINST, INCLUDED,) is an external reference matched to Gene ENSG00000151834","1.097429"
"ANAPC1","Gene","anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000153107","1.097429"
